run_slug,seller_slug,segment_slug,company_name_raw,company_name,company_name_short,company_name_normalization_method,company_domain,company_linkedin_url,company_description,company_offer,company_icp,company_painpoint,company_signals,company_signal_sources,company_quality_score,company_needs_followup,people_count,emailed_people_count,bucket_summary
alertica-fqhcs-spintax-guard-fulltest3-05062026,alertica,fqhcs-spintax-guard-fulltest3,Amoskeag Health,Amoskeag Health,Amoskeag Health,heuristic,amoskeaghealth.org,https://www.linkedin.com/company/amoskeag-health,"Amoskeag Health (formerly Manchester Community Health Center) is a Federally Qualified Health Center (FQHC) serving the Greater Manchester, New Hampshire area with primary care, behavioral health, chronic disease management, and case management services. The organization provides care to approximately 18,000 patients regardless of their ability to pay.","Healthcare services including primary care, behavioral health, chronic disease management, case management, optometry, and specialized programs such as the ACERT program for children impacted by domestic violence. Operates patient portal via athenahealth.","Low-income families and underserved populations in Greater Manchester, NH. Serves approximately 18,000 patients including children affected by domestic violence and other vulnerable populations.","As an FQHC handling ePHI and sensitive patient data across multiple service lines (primary care, behavioral health, optometry), Amoskeag Health likely faces HIPAA compliance challenges and needs robust file integrity monitoring to protect ePHI across their distributed clinic operations. The recent hiring of a COO suggests operational scaling and potential focus on compliance infrastructure.",New COO David Wagner hired | New Director of Optometry Dr. Clarissa Lewis hired | 2025 Impact Report released | ACERT program 10-year anniversary | National Health Center Week celebration,https://manchester.inklink.news/amoskeag-health-welcomes-new-chief-operating-officer-david-wagner/ | https://manchester.inklink.news/amoskeag-health-welcomes-dr-clarissa-lewis-as-director-of-optometry/ | https://manchester.inklink.news/aug-7-amoskeag-health-celebrates-its-nearly-18000-patients-during-national-health-center-week/,100,false,2,2,clinical_admin | operations
alertica-fqhcs-spintax-guard-fulltest3-05062026,alertica,fqhcs-spintax-guard-fulltest3,Ampla Health,Ampla Health,Ampla Health,heuristic,amplahealth.org,https://www.linkedin.com/company/del-norte-clinics-inc.,"Ampla Health is a 501(c)(3) non-profit network of community-based Federally Qualified Health Centers (FQHC) providing comprehensive medical, dental, mental health, and specialty healthcare services across Butte, Colusa, Glenn, Sutter, Tehama, and Yuba counties in Northern California.","Healthcare services including primary care, dental care, mental health services, specialty care, and mobile medical units for underserved populations",Patients in rural Northern California communities seeking affordable healthcare; federally qualified health center model serving underserved populations,"Multi-site FQHC operations with 134+ providers managing ePHI across distributed locations face HIPAA compliance complexity and potential file integrity monitoring gaps, especially with cloud-based eClinicalWorks EHR deployment requiring robust compliance monitoring across all clinic sites",eClinicalWorks Cloud EHR implementation | 134-provider FQHC | Multi-county service area (6 counties) | Mobile medical unit expansion | Recent operational efficiency focus,https://www.businesswire.com/news/home/20231107977338/en/eClinicalWorks-Cloud-EHR-Improves-Operational-Efficiency-for-134-Provider-Federally-Qualified-Health-Center|https://www.chicoer.com/2020/04/16/mobile-medical-units-for-the-homeless-announced-in-chico-oroville/|https://amplahealth.org/,100,false,4,4,executive_owner | finance | generic_management | technical_it
alertica-fqhcs-spintax-guard-fulltest3-05062026,alertica,fqhcs-spintax-guard-fulltest3,Apicha Community Health Center,Apicha Community Health Center,Apicha Community Health Center,heuristic,apicha.org,https://www.linkedin.com/company/apicha-community-health-center,"Apicha Community Health Center is a federally-qualified health center in New York City providing medical, dental, HIV prevention/treatment, behavioral health, and support services to underserved communities including AAPI and LGBT populations. Founded in 1989 and became an FQHC in 2015, they operate two clinic locations (Manhattan and Jackson Heights) serving over 130 employees.","Apicha provides comprehensive healthcare services including primary care, pediatrics, OB/GYN, dental care, HIV prevention/treatment, behavioral health, nutrition, pharmacy, and health insurance enrollment assistance to anyone regardless of insurance status.","Underserved populations in New York City including AAPI communities, LGBT individuals, and those without insurance. The organization serves patients of all ages and provides sliding scale payment options.","Multi-site FQHC operations with patient portal, pharmacy systems, and EHR infrastructure face HIPAA compliance challenges around ePHI integrity. Likely vulnerabilities include file integrity monitoring across distributed clinical systems, compliance with healthcare data protection regulations, and maintaining ePHI integrity across multiple clinic locations and digital systems.",FQHC status | Multi-site operations (2 locations) | Patient portal deployment | Pharmacy services | HIV prevention/treatment specialty | Serves AAPI and LGBT communities,https://apicha.org/ | https://apicha.org/about | https://www.linkedin.com/company/5155436,100,false,4,4,generic_management | hr_admin | operations
alertica-fqhcs-spintax-guard-fulltest3-05062026,alertica,fqhcs-spintax-guard-fulltest3,APLA Health,Apla Health,Apla Health,heuristic,aplahealth.org,https://www.linkedin.com/company/aplahealth,"APLA Health is a nonprofit federally qualified health center (FQHC) serving over 14,000 patients annually across 15 locations in Los Angeles County. The organization provides comprehensive healthcare services including primary care, dental, behavioral health, HIV specialty care, PrEP, and support services such as housing assistance and food pantries, focused on LGBT communities and people living with HIV.","Healthcare services delivery including primary care, dental care, behavioral health, HIV care, PrEP/PEP, STD screening/treatment, pharmacy services, housing support, benefits counseling, and food nutrition programs across multiple clinic locations.","LGBT communities, people living with HIV, underserved populations in Los Angeles County seeking affordable healthcare and support services.","Multi-site clinic operations across 15 locations create distributed data management challenges with HIPAA compliance requirements for sensitive HIV/behavioral health records. Recent federal cuts to HIV/AIDS services and merger with Alliance for Housing and Healing may increase operational complexity and data integration needs. As an FQHC handling ePHI, they require robust file integrity monitoring to ensure ePHI integrity across distributed systems.",Merger with Alliance for Housing and Healing expanding services | Long Beach Health Center expansion completed May 2025 | Hiring enrollment specialists indicating growth | Federal HIV/AIDS funding cuts triggering community support programs | 15 distributed clinic locations across LA County,https://www.linkedin.com/company/aplahealth/ | https://www.prnewswire.com/news-releases/apla-health-celebrates-expansion-of-long-beach-health-center-302444754.html | https://wehotimes.com/apla-health-and-the-alliance-for-housing-and-healing-announce-merger/ | https://www.weho.org/Home/Components/News/News/11738/23,100,false,3,3,clinical_admin | generic_management
alertica-fqhcs-spintax-guard-fulltest3-05062026,alertica,fqhcs-spintax-guard-fulltest3,APLA Health & Wellness,Apla Health & Wellness,Apla Health & Wellness,heuristic,aplahw.org,https://www.linkedin.com/company/apla-health-&-wellness-email,"APLA Health & Wellness is a Federally Qualified Health Center (FQHC) in Los Angeles County providing primary medical care, dental care, mental health services, and HIV-related care to over 8,000 low-income LGBTQ+ individuals annually across multiple locations including a new Long Beach Health Center.","Primary care, dental care, mental health services, HIV care and testing, STD screening/treatment, pharmacy services, housing support, substance use treatment, and health education programs for LGBTQ+ community","Low-income gay and bisexual men of color, transgender individuals, and underserved LGBTQ+ populations in Los Angeles County",Multi-site FQHC operations with HIPAA compliance requirements; protecting ePHI integrity across distributed clinic locations; resource constraints typical of community health centers serving vulnerable populations; EHR/patient portal data security across NextGen-adjacent systems,FQHC status with HIPAA obligations | Multi-location expansion (new Long Beach center) | Patient data includes sensitive HIV status and mental health records requiring ePHI protection | Uses Luma Health/NextGen ecosystem for appointments and healow patient portal | 25-200 employees across locations,linkedin_company | site_pages | news_results,100,false,1,1,generic_management
alertica-fqhcs-spintax-guard-fulltest3-05062026,alertica,fqhcs-spintax-guard-fulltest3,Appalachian Mountain Health,Appalachian Mountain Health,Appalachian Mountain Health,heuristic,appalachianmountainhealth.org,https://www.linkedin.com/company/appalachian-mountain-health,"Appalachian Mountain Health (AMH) is a Federally Qualified Health Center (FQHC) serving Western North Carolina residents with comprehensive healthcare services including primary care, behavioral health, dental, pharmacy, pediatrics, and substance abuse treatment. The organization employs approximately 79 staff and operates multiple service locations plus mobile medical units.","Community health services including primary care, behavioral health/SAIOP, dental, pharmacy, pediatrics, women's health, mobile medical, and school-based health services","Underserved populations in Western North Carolina requiring comprehensive, affordable healthcare regardless of ability to pay",Multi-site clinic operations with distributed ePHI across locations and mobile units create significant HIPAA compliance and file integrity monitoring challenges; the SAIOP program involves sensitive substance abuse records requiring strict 42 CFR Part 2 compliance alongside HIPAA; eClinicalWorks EHR deployment across sites needs robust compliance monitoring for audit trails and access controls,FQHC status confirmed | eClinicalWorks EHR in use (eCW patient portal) | Active SAIOP substance abuse program | New Black Mountain facility expansion underway | Mobile dental care unit deployed | Multi-location operations with mobile medical services,https://finance.yahoo.com/news/appalachian-mountain-health-marks-significant-203000155.html | https://828newsnow.com/news/228822-tooth-bus-appalachian-mountain-health-debuts-new-mobile-care-center/ | https://mycw117.ecwcloud.com/portal16177/jsp/100mp/login%5Fotp.jsp,100,false,2,2,generic_management | operations
alertica-fqhcs-spintax-guard-fulltest3-05062026,alertica,fqhcs-spintax-guard-fulltest3,Arizona Center for the Blind & Visually Impaired,Arizona Center For The Blind & Visually Impaired,Arizona Center For The Blind & Visually Impaired,heuristic,acbvi.org,https://www.linkedin.com/company/acbvi,"The Arizona Center for the Blind & Visually Impaired (ACBVI) is a nonprofit organization founded in 1947 that provides life skills training, vocational rehabilitation, and independence programs for adults with vision loss, including those who are DeafBlind or have combined vision and hearing loss.","ACBVI offers rehabilitation services including mobility training, life skills instruction, vocational skills development, and community programs such as the BlindSided band and hunger relief initiatives.",Adults experiencing vision loss or combined vision/hearing loss in Arizona; referral partners and donors in the disability services sector.,Not a FQHC or healthcare provider; does not process ePHI or maintain EHR systems; misalignment with Alertica's target buyer profile of healthcare organizations requiring file integrity monitoring.,Partnership with Adelante Healthcare Roosevelt Health Center on campus|Hosting community health events|Nearby new Phoenix medical center opening|Nearly 290 LinkedIn followers|34 employees (small nonprofit),https://www.linkedin.com/company/arizona-center-for-the-blind-visually-impaired|https://acbvi.org/|https://www.12news.com/article/news/local/valley/new-medical-center-looks-to-change-lives-in-phoenix-arizona-may-2023/75-1f70ca4e-b5a8-4401-b1b0-4fed9e2a5966,100,false,1,1,executive_owner
alertica-fqhcs-spintax-guard-fulltest3-05062026,alertica,fqhcs-spintax-guard-fulltest3,Asian American Health Coalition - HOPE Clinic,Asian American Health Coalition - Hope Clinic,Asian American Health Coalition - Hope Clinic,heuristic,asianamericanhealth.com,,,,,,,,,,1,1,technical_it
alertica-fqhcs-spintax-guard-fulltest3-05062026,alertica,fqhcs-spintax-guard-fulltest3,athenahealth,Athenahealth,Athenahealth,heuristic,frontrunnerhc.com,https://www.linkedin.com/company/frontrunnerhc,,"top of page [![FrontRunnerHC Logo](https://static.wixstatic.com/media/7c25e6_2c40b07a07c448908ee07f80e5c090a7~mv2.png/v1/fill/w_240,h_42,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Frontrunner_logo_RGB.png)](https://www.frontrunnerhc.com/home-1) * Solutions * [PatientRemedi](https://www.frontrunnerhc.com/patient-remedi-1) * [RedeterminationAssist](https://www.frontrunnerhc.com/redetermination-assist) * [Accounts Receivable Clean-Up](https://www.frontrunnerhc.com/ar-clean-up) * [Impact](ht","top of page [![FrontRunnerHC Logo](https://static.wixstatic.com/media/7c25e6_2c40b07a07c448908ee07f80e5c090a7~mv2.png/v1/fill/w_240,h_42,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Frontrunner_logo_RGB.png)](https://www.frontrunnerhc.com/home-1) * Solutions * [PatientRemedi](https://www.frontrunnerhc.com/patient-remedi-1) * [RedeterminationAssist](https://www.frontrunnerhc.com/redetermination-assist) * [Accounts Receivable Clean-Up](https://www.frontrunnerhc.com/ar-clean-up) * [Impact](ht",,"Recent LinkedIn post: At FrontRunnerHC, we see eligibility differently. It’s not a front-end task. It’s a critical moment in the financial patient journey where accuracy, speed, and automation can transform outcomes. In this new article, we b | Recent news result: FrontRunnerHC Joins athenahealth's Marketplace Program to Unlock Efficiencies, Strengthen Financial Performance, and Improve the Patient Experience",harvest:company-posts | serper:news,65,true,1,1,generic_management
alertica-fqhcs-spintax-guard-fulltest3-05062026,alertica,fqhcs-spintax-guard-fulltest3,Avenue 360 Health and Wellness,Avenue 360 Health And Wellness,Avenue 360 Health And Wellness,heuristic,avenue360.org,https://www.linkedin.com/company/avenue-360-health-and-wellness,"Avenue 360 Health and Wellness is one of Houston's largest Federally Qualified Health Centers (FQHCs), providing comprehensive primary care, pediatric, dental, behavioral health, and substance use treatment services across multiple clinic locations.","Community health center services including primary care, pediatric care, dental/oral health screenings, behavioral health, substance use counseling, and medication-assisted treatment (MAT).","FQHCs, community health centers, and multi-site healthcare organizations handling ePHI and requiring HIPAA compliance across distributed clinic locations.",Multi-site clinic operations (8 locations) create distributed ePHI storage and HIPAA compliance challenges; growing organization likely faces increasing complexity in maintaining ePHI integrity and meeting compliance monitoring requirements across locations without heavy IT overhead.,"Multi-site FQHC operation (8th location opening) | Handles sensitive ePHI: pediatric records, dental records, behavioral health, substance use treatment | Growth trajectory with new facility expansion | Houston market",https://avenue360.org/ | https://www.linkedin.com/company/avenue-360-health-and-wellness | https://houstontx.gov/housing/communication/2021/1015.html,100,false,3,3,executive_owner | finance
alertica-fqhcs-spintax-guard-fulltest3-05062026,alertica,fqhcs-spintax-guard-fulltest3,Aviva Health,Aviva Health,Aviva Health,heuristic,wfall.org,https://www.linkedin.com/company/waterfall-community-fqhc,"Waterfall Community Health Center is a Federally Qualified Health Center (FQHC) founded in 1998, providing integrated primary care, mental health, dental, and school-based health services to low-income and uninsured populations in Coos County, Oregon.","Integrated primary care, mental health, psychiatry, women's health, dental, school-based health centers, integrated behavioral health, and mobile health unit services.","Vulnerable populations including low-income, medically uninsured, and medically disenfranchised residents in Coos County, Oregon.","Multi-site FQHC operations managing ePHI across dispersed locations (North Bend, Marshfield High School, North Bay Elementary) face HIPAA compliance challenges and need file integrity monitoring to protect patient records and demonstrate compliance for federal health center funding audits.",Multi-site FQHC with integrated behavioral health|ePHI data across multiple clinic locations|School-based health centers|Mobile health unit operations|Community-based board governance|Federal Consolidated Health Center Cluster Funding recipient,LinkedIn company profile|https://www.wfall.org|https://wfall.org/about,100,false,1,1,legal
